Day	Month	Year	MinTemp	MaxTemp	Precipitation	ReferenceET
18	6	2044	7.9	23.1	3.9	3.4
19	6	2044	6.3	14.9	4.5	5.3
20	6	2044	9.9	28.5	9.5	5.5
21	6	2044	9.6	33.1	9.7	3.6
22	6	2044	16.4	31.6	9.9	3.4
23	6	2044	5.6	25.0	7.9	3.8
24	6	2044	9.9	16.0	5.9	3.5
25	6	2044	14.2	34.4	6.0	5.8
26	6	2044	16.1	37.7	7.9	4.0
27	6	2044	14.3	28.8	0.9	3.5
28	6	2044	17.9	29.9	2.0	5.6
29	6	2044	11.2	22.8	2.9	3.9
30	6	2044	19.1	34.0	0.3	5.9
1	7	2044	20.0	32.6	5.9	5.3
2	7	2044	6.2	20.0	1.3	3.9
3	7	2044	16.7	22.0	6.4	3.8
4	7	2044	9.6	25.9	2.3	5.5
5	7	2044	11.5	34.9	1.9	5.1
6	7	2044	16.3	31.3	7.2	4.6
7	7	2044	9.8	20.2	1.0	5.1
8	7	2044	13.4	40.0	6.7	4.8
9	7	2044	18.6	25.2	4.3	5.2
10	7	2044	10.2	39.0	9.1	4.3
11	7	2044	7.5	21.5	6.4	4.5
12	7	2044	7.1	26.2	7.4	3.0
13	7	2044	13.7	39.8	8.3	5.4
14	7	2044	10.2	21.4	2.2	5.6
15	7	2044	18.3	32.3	4.1	5.3
16	7	2044	19.1	24.2	3.8	4.4
17	7	2044	17.6	38.3	7.5	5.8
18	7	2044	8.2	24.9	2.5	5.5
19	7	2044	7.1	30.1	5.2	4.5
20	7	2044	15.1	36.8	8.2	3.2
21	7	2044	19.8	25.4	1.7	6.0
22	7	2044	13.6	29.9	3.2	5.3
23	7	2044	8.4	18.2	5.7	3.6
24	7	2044	6.0	22.6	8.6	3.0
25	7	2044	11.6	39.4	0.4	5.2
26	7	2044	16.3	23.3	0.1	5.9
27	7	2044	8.0	20.1	1.0	4.4
28	7	2044	11.0	38.1	1.3	3.5
29	7	2044	16.8	27.2	4.0	3.9
30	7	2044	19.9	37.2	4.9	3.2
31	7	2044	19.6	33.9	2.4	4.1
1	8	2044	11.8	36.6	2.4	4.5
2	8	2044	19.6	26.6	1.1	5.0
3	8	2044	6.8	30.5	5.1	3.3
4	8	2044	9.6	15.1	6.1	3.2
5	8	2044	7.2	25.6	3.2	5.1
6	8	2044	6.1	39.4	9.8	3.2
7	8	2044	6.8	28.1	5.9	4.1
8	8	2044	17.4	33.2	5.1	5.6
9	8	2044	5.7	33.4	6.2	3.2
10	8	2044	18.0	26.2	1.9	4.1
11	8	2044	8.2	24.9	9.1	5.7
12	8	2044	17.2	31.0	9.2	4.3
13	8	2044	13.9	35.6	1.5	4.8
14	8	2044	17.1	30.9	1.1	3.8
15	8	2044	8.0	13.1	7.9	5.9
16	8	2044	15.1	37.1	8.8	4.9
17	8	2044	9.7	26.2	8.6	3.7
18	8	2044	19.6	38.2	8.9	4.9
19	8	2044	6.1	21.8	2.5	4.2
20	8	2044	11.1	34.3	10.0	3.0
21	8	2044	10.7	22.0	7.5	5.5
22	8	2044	14.3	28.3	5.2	4.9
23	8	2044	16.4	33.6	7.5	3.3
24	8	2044	15.0	26.9	8.2	3.5
25	8	2044	15.4	39.7	6.6	3.5
26	8	2044	11.5	39.8	5.0	5.0
27	8	2044	17.5	35.5	3.4	3.4
28	8	2044	16.3	24.0	2.9	3.1
29	8	2044	13.8	21.3	4.3	4.7
30	8	2044	15.0	38.7	7.5	3.5
31	8	2044	19.9	35.2	7.7	3.6
1	9	2044	8.9	34.5	6.5	3.4
2	9	2044	16.2	28.3	1.1	4.9
3	9	2044	11.6	27.1	2.8	5.8
4	9	2044	9.2	14.2	4.9	4.1
5	9	2044	16.0	22.1	3.2	4.9
6	9	2044	8.5	21.1	0.8	3.5
7	9	2044	15.2	33.7	1.9	4.9
8	9	2044	12.2	38.4	2.1	3.7
9	9	2044	15.6	27.5	1.9	3.7
10	9	2044	8.7	35.5	4.4	4.6
11	9	2044	16.2	31.1	6.8	4.1
12	9	2044	13.7	30.7	9.5	5.9
13	9	2044	6.8	26.7	8.5	4.9
14	9	2044	11.9	39.4	5.4	4.1
15	9	2044	20.0	31.6	9.7	5.8
16	9	2044	12.5	24.4	10.0	5.5
17	9	2044	5.7	26.9	9.6	4.0
18	9	2044	12.8	27.2	3.6	5.2
19	9	2044	15.9	28.4	1.4	3.6
20	9	2044	13.6	36.4	1.5	5.4
21	9	2044	7.3	14.4	2.6	4.5
22	9	2044	6.4	24.0	0.9	3.8
23	9	2044	5.0	34.1	8.1	3.4
24	9	2044	8.1	37.1	7.7	4.9
25	9	2044	13.9	38.7	9.9	3.3
26	9	2044	11.7	39.6	9.5	4.1
27	9	2044	19.3	25.1	3.6	4.7
28	9	2044	8.5	33.2	5.0	4.3
29	9	2044	19.6	25.7	5.0	5.9
30	9	2044	14.8	21.4	7.7	4.2
1	10	2044	14.7	20.5	2.5	5.6
2	10	2044	13.0	27.2	5.3	5.6
3	10	2044	12.8	24.3	9.0	5.3
4	10	2044	12.2	22.2	1.7	5.6
5	10	2044	5.2	28.9	1.2	4.2
6	10	2044	18.2	37.7	7.2	3.3
7	10	2044	18.8	32.3	1.3	4.6
8	10	2044	17.1	25.0	9.3	3.2
9	10	2044	13.3	37.1	2.0	5.7
10	10	2044	11.2	20.2	2.1	5.5
11	10	2044	12.3	30.4	7.6	4.6
12	10	2044	11.3	31.5	7.6	3.9
13	10	2044	5.6	20.2	2.5	5.0
14	10	2044	13.7	27.9	9.8	5.2
15	10	2044	18.8	34.0	3.3	4.5
16	10	2044	10.0	39.0	6.9	4.7
17	10	2044	12.7	20.6	2.3	3.7
18	10	2044	5.0	29.3	3.1	5.2
19	10	2044	5.8	14.1	0.8	5.0
20	10	2044	18.7	26.5	3.3	3.9
21	10	2044	7.0	30.2	4.5	5.2
22	10	2044	16.2	22.7	5.5	4.5
23	10	2044	14.2	26.6	2.6	4.0
24	10	2044	13.2	27.0	5.6	4.1
25	10	2044	13.0	33.8	6.8	3.3
26	10	2044	9.6	31.4	9.9	4.4
27	10	2044	9.8	39.7	1.1	3.6
28	10	2044	18.1	23.7	7.3	3.5
29	10	2044	7.9	16.2	6.7	3.7
30	10	2044	16.1	23.1	9.4	5.2
31	10	2044	12.8	22.5	9.2	4.4
1	11	2044	12.2	21.1	3.7	5.9
2	11	2044	6.7	33.8	7.9	4.8
3	11	2044	18.3	25.2	8.9	5.1
4	11	2044	11.2	24.9	0.9	4.1
5	11	2044	6.9	36.7	4.0	5.7
6	11	2044	18.5	24.4	6.6	5.8
7	11	2044	16.2	36.4	0.4	3.2
8	11	2044	6.7	28.3	4.4	3.8
9	11	2044	6.3	24.0	2.4	4.1
10	11	2044	12.5	30.1	7.3	3.1
11	11	2044	8.0	34.9	6.3	5.7
12	11	2044	17.9	29.7	3.6	3.4
13	11	2044	12.8	33.2	6.2	5.1
14	11	2044	17.9	24.0	0.1	4.2
15	11	2044	16.5	33.0	5.0	3.4
16	11	2044	18.5	29.9	1.5	4.0
17	11	2044	7.2	17.0	8.4	3.1
18	11	2044	16.7	29.8	9.0	5.9
19	11	2044	9.0	30.0	6.1	3.4
20	11	2044	16.7	35.9	2.2	4.5
21	11	2044	12.6	39.9	7.4	3.3
22	11	2044	5.6	32.4	3.7	3.1
23	11	2044	11.9	37.0	5.4	5.0
24	11	2044	16.0	36.8	8.6	3.9
25	11	2044	19.0	37.5	4.1	4.2
26	11	2044	14.3	23.4	5.1	5.7
27	11	2044	13.1	33.1	9.8	4.9
28	11	2044	7.1	14.0	9.1	5.6
29	11	2044	19.5	26.6	5.1	5.7
30	11	2044	7.5	32.4	8.1	5.5
1	12	2044	11.1	34.8	6.0	5.0
2	12	2044	19.5	28.4	5.0	3.3
3	12	2044	17.7	33.5	6.6	5.1
4	12	2044	19.1	38.8	3.6	3.8
5	12	2044	13.0	20.8	8.6	5.9
6	12	2044	17.6	30.5	1.7	4.1
7	12	2044	10.1	25.8	1.4	5.3
8	12	2044	16.5	27.0	0.8	3.3
9	12	2044	10.3	33.6	5.4	5.4
10	12	2044	12.9	30.2	6.8	4.1
11	12	2044	9.5	18.8	6.9	4.8
12	12	2044	18.9	37.7	8.1	4.7
13	12	2044	13.5	30.0	1.3	4.0
14	12	2044	15.3	35.9	1.1	3.6
15	12	2044	15.3	36.2	6.7	3.2
16	12	2044	7.1	35.9	8.3	3.8
17	12	2044	11.6	26.4	3.7	3.5
18	12	2044	11.7	19.7	6.7	4.8
19	12	2044	5.4	39.9	6.5	3.9
20	12	2044	8.4	35.9	7.3	5.8
21	12	2044	18.7	38.6	5.8	3.6
22	12	2044	16.7	39.8	5.9	3.9
23	12	2044	11.3	17.8	9.1	5.2
24	12	2044	13.4	31.8	2.8	3.8
25	12	2044	19.1	31.4	6.0	4.7
26	12	2044	10.2	35.2	2.6	5.7
27	12	2044	16.1	37.9	2.9	3.3
28	12	2044	13.6	28.2	9.0	5.0
29	12	2044	19.9	39.2	0.1	5.4
30	12	2044	8.9	26.6	2.4	4.8
31	12	2044	13.5	22.4	9.5	4.0
1	1	2045	14.5	30.5	4.1	3.5
2	1	2045	9.4	15.4	7.7	3.2
3	1	2045	18.0	31.4	8.9	4.2
4	1	2045	9.9	38.5	7.8	3.7
5	1	2045	19.2	36.5	5.6	3.4
6	1	2045	9.5	35.1	2.9	3.5
7	1	2045	12.0	22.7	5.1	5.7
8	1	2045	12.5	27.2	8.4	5.9
9	1	2045	18.3	26.3	4.6	3.5
10	1	2045	15.0	26.1	2.1	4.9
11	1	2045	8.9	32.8	3.4	5.5
12	1	2045	7.3	33.4	0.1	5.7
13	1	2045	18.8	29.7	9.3	4.5
14	1	2045	13.0	26.1	1.2	5.6
15	1	2045	14.4	25.8	7.0	3.9
16	1	2045	16.4	37.2	1.5	3.5
17	1	2045	9.2	37.3	0.3	5.8
18	1	2045	11.4	31.1	9.1	4.0
19	1	2045	6.4	21.7	5.7	5.3
20	1	2045	19.2	34.5	4.8	5.9
21	1	2045	9.5	25.3	9.5	3.3
22	1	2045	17.0	28.4	9.8	4.7
23	1	2045	18.2	25.9	1.0	5.2
24	1	2045	8.5	22.4	9.3	5.5
25	1	2045	14.8	26.2	1.9	5.5
26	1	2045	6.3	34.3	5.7	5.5
27	1	2045	12.4	30.0	5.1	5.0
28	1	2045	12.5	18.6	4.5	5.3
29	1	2045	11.4	22.2	6.5	3.3
30	1	2045	12.2	37.6	9.8	5.9
31	1	2045	14.6	38.6	2.9	4.4
1	2	2045	10.2	35.2	5.9	3.3
2	2	2045	19.4	32.3	9.0	5.1
3	2	2045	13.8	31.7	8.9	3.8
4	2	2045	19.4	38.6	4.8	5.7
5	2	2045	7.8	25.6	9.3	4.7
6	2	2045	14.5	23.9	3.7	4.2
7	2	2045	6.7	16.1	9.6	4.9
8	2	2045	15.5	23.2	3.5	4.1
9	2	2045	5.3	26.4	8.8	3.7
10	2	2045	10.9	36.4	6.5	4.1
11	2	2045	12.0	36.4	8.4	5.5
12	2	2045	17.4	35.3	8.3	5.5
13	2	2045	14.0	34.0	6.7	5.1
14	2	2045	14.6	20.9	9.8	3.6
15	2	2045	7.9	33.2	8.2	3.0
16	2	2045	13.8	39.0	5.6	4.2
17	2	2045	5.8	21.4	2.0	3.7
18	2	2045	13.5	19.7	4.3	4.4
19	2	2045	13.3	33.8	2.1	5.8
20	2	2045	13.5	28.2	4.3	5.3
21	2	2045	6.8	14.3	3.6	3.4
22	2	2045	9.8	15.5	1.6	3.6
23	2	2045	12.2	38.0	4.2	3.9
24	2	2045	10.6	27.1	9.2	5.7
25	2	2045	12.9	29.7	0.1	6.0
26	2	2045	15.6	39.6	8.9	3.4
27	2	2045	17.5	39.8	5.3	5.1
28	2	2045	12.5	32.6	0.0	5.2
1	3	2045	14.9	24.3	5.8	5.3
2	3	2045	7.9	22.4	8.4	5.2
3	3	2045	12.9	37.2	8.6	4.3
4	3	2045	10.5	20.5	4.7	5.7
5	3	2045	11.3	30.3	4.4	3.8
6	3	2045	13.4	28.8	2.0	5.0
7	3	2045	6.5	35.4	8.9	5.5
8	3	2045	8.9	30.9	6.2	5.4
9	3	2045	9.9	30.3	1.2	5.1
10	3	2045	7.7	34.8	9.1	3.8
11	3	2045	11.5	21.4	1.8	3.8
12	3	2045	7.3	16.0	1.4	3.0
13	3	2045	17.0	28.5	8.6	3.4
14	3	2045	17.0	38.8	6.6	3.3
15	3	2045	14.9	20.5	5.8	5.4
16	3	2045	15.6	25.5	7.5	3.4
17	3	2045	7.7	19.5	2.9	4.2
18	3	2045	17.6	33.1	5.0	5.5
19	3	2045	13.1	34.8	9.9	3.9
20	3	2045	7.2	25.1	4.5	4.4
21	3	2045	8.2	34.8	0.4	5.3
22	3	2045	14.4	23.0	8.7	4.8
23	3	2045	16.9	23.1	7.5	5.4
24	3	2045	14.7	31.1	7.3	5.2
25	3	2045	15.0	33.4	6.9	3.7
26	3	2045	10.1	15.2	6.0	3.1
27	3	2045	10.1	27.3	0.4	3.9
28	3	2045	14.1	37.2	8.5	4.6
29	3	2045	18.4	24.0	0.7	3.8
30	3	2045	18.9	37.3	6.3	5.4
31	3	2045	15.2	20.6	3.0	4.8
1	4	2045	7.4	13.6	0.0	4.5
2	4	2045	13.1	22.7	8.5	5.2
3	4	2045	15.7	27.9	8.5	4.9
4	4	2045	20.0	33.4	4.7	5.6
5	4	2045	17.0	29.3	2.7	3.7
6	4	2045	16.4	29.5	8.0	3.3
7	4	2045	8.0	13.9	9.4	3.0
8	4	2045	18.7	33.6	5.7	5.5
9	4	2045	12.1	34.5	4.0	3.7
10	4	2045	13.5	22.2	4.9	4.8
11	4	2045	11.2	23.9	4.1	5.3
12	4	2045	15.5	39.4	6.1	4.0
13	4	2045	15.7	21.3	5.1	4.2
14	4	2045	8.5	13.7	0.2	5.5
15	4	2045	15.3	33.7	1.3	3.6
16	4	2045	19.8	37.6	6.9	3.3
17	4	2045	11.1	38.1	4.8	5.1
18	4	2045	10.6	21.7	0.9	4.0
19	4	2045	14.0	28.3	6.4	5.8
20	4	2045	15.2	37.0	9.0	4.7
21	4	2045	6.8	20.5	4.9	5.4
22	4	2045	12.1	34.6	2.3	4.0
23	4	2045	10.1	39.5	5.6	4.6
24	4	2045	19.8	30.0	5.5	5.0
25	4	2045	10.1	38.3	2.5	5.7
26	4	2045	17.9	28.0	1.2	4.9
27	4	2045	16.5	30.3	0.4	3.1
28	4	2045	15.0	39.7	4.1	3.6
29	4	2045	7.8	37.7	0.9	3.5
30	4	2045	15.9	24.4	4.0	3.0
1	5	2045	8.5	14.2	3.8	4.5
2	5	2045	11.1	19.0	3.9	4.9
3	5	2045	15.0	31.0	9.4	3.6
4	5	2045	9.9	22.1	4.6	3.0
5	5	2045	19.0	34.2	0.6	4.7
6	5	2045	6.2	40.0	3.4	4.4
7	5	2045	10.6	23.1	8.9	4.2
8	5	2045	16.0	35.6	0.3	3.9
9	5	2045	13.8	27.5	1.1	5.7
10	5	2045	11.9	24.3	6.1	5.1
11	5	2045	10.5	22.6	9.2	5.2
12	5	2045	7.5	19.0	7.3	5.3
13	5	2045	10.2	38.0	8.7	4.7
14	5	2045	10.7	34.3	6.5	4.5
15	5	2045	8.6	37.6	1.6	4.0
16	5	2045	6.2	23.1	3.8	3.1
17	5	2045	16.0	31.3	7.4	5.6
18	5	2045	10.0	22.6	6.7	4.9
19	5	2045	15.6	34.6	3.6	3.8
20	5	2045	14.4	32.8	8.3	5.5
21	5	2045	6.9	26.5	3.3	4.4
22	5	2045	12.8	30.6	0.9	5.8
23	5	2045	15.1	29.7	7.0	4.6
24	5	2045	17.1	25.4	6.9	3.9
25	5	2045	8.4	21.6	6.3	5.9
26	5	2045	11.5	19.0	7.0	5.6
27	5	2045	10.2	15.5	0.9	5.0
28	5	2045	6.4	13.6	5.5	4.4
29	5	2045	11.3	21.0	4.0	3.8
30	5	2045	11.7	39.0	6.5	4.3
31	5	2045	9.7	17.4	9.6	3.3
1	6	2045	14.8	31.8	5.4	3.3
2	6	2045	9.9	37.5	5.1	5.8
3	6	2045	16.1	35.7	4.4	5.1
4	6	2045	9.4	33.8	9.7	5.7
5	6	2045	19.1	36.5	9.3	4.1
6	6	2045	13.9	22.3	1.9	4.1
7	6	2045	9.5	34.1	5.9	4.9
8	6	2045	6.7	39.5	9.2	3.2
9	6	2045	11.3	36.9	0.6	3.4
10	6	2045	13.4	34.2	8.9	4.3
11	6	2045	10.1	23.8	5.3	3.6
12	6	2045	12.1	23.9	2.1	5.1
13	6	2045	11.1	36.3	0.1	3.1
14	6	2045	14.7	33.7	2.8	5.5
15	6	2045	12.0	35.0	7.4	5.1
16	6	2045	10.9	32.1	7.5	3.5
17	6	2045	13.8	27.8	7.8	3.5
18	6	2045	14.7	34.9	4.6	3.3
19	6	2045	5.4	25.9	1.2	5.0
20	6	2045	11.2	18.9	4.5	5.8
21	6	2045	7.1	25.1	4.4	3.2
22	6	2045	17.3	34.2	7.1	3.8
23	6	2045	13.7	24.9	1.7	3.5
24	6	2045	16.9	30.8	4.4	5.6
25	6	2045	5.5	15.0	5.8	5.0
26	6	2045	9.1	37.7	3.7	6.0
27	6	2045	8.6	24.1	7.4	5.5
28	6	2045	13.7	27.3	0.2	4.1
29	6	2045	6.0	14.8	9.2	3.5
30	6	2045	19.3	28.0	8.7	3.2
1	7	2045	11.4	21.2	3.8	5.0
2	7	2045	19.8	31.6	8.7	3.2
3	7	2045	19.6	38.5	8.4	4.7
4	7	2045	20.0	32.2	3.1	4.7
5	7	2045	7.7	15.4	4.4	5.5
6	7	2045	5.9	16.1	8.2	5.0
7	7	2045	11.3	29.2	9.5	3.4
8	7	2045	10.7	23.7	9.5	4.9
9	7	2045	18.9	30.4	8.6	3.1
10	7	2045	14.6	23.5	5.9	3.6
11	7	2045	19.9	28.2	2.1	3.4
12	7	2045	12.1	29.0	1.0	5.7
13	7	2045	16.5	30.9	2.4	5.2
14	7	2045	9.1	17.5	1.6	6.0
15	7	2045	19.8	33.2	8.5	5.0
16	7	2045	10.8	21.5	8.8	5.9
17	7	2045	19.5	38.1	7.5	4.5
18	7	2045	8.8	21.7	6.6	5.0
19	7	2045	9.7	17.0	7.9	5.4
20	7	2045	14.1	33.3	0.0	3.7
21	7	2045	11.0	24.0	3.6	4.7
22	7	2045	19.6	39.3	4.4	4.8
23	7	2045	15.6	29.6	2.0	3.2
24	7	2045	19.0	38.2	7.9	3.7
25	7	2045	12.3	38.5	1.3	3.8
26	7	2045	6.9	34.0	1.9	5.9
27	7	2045	10.2	18.2	8.1	3.5
28	7	2045	14.6	28.2	9.6	5.9
29	7	2045	10.0	25.7	4.7	4.5
30	7	2045	12.6	34.8	5.0	4.9
31	7	2045	15.4	22.8	7.5	3.2
1	8	2045	14.6	24.8	2.2	3.9
2	8	2045	8.5	38.1	9.7	5.6
3	8	2045	16.5	29.3	4.6	5.2
4	8	2045	15.5	30.8	7.8	4.8
5	8	2045	13.4	32.0	6.7	3.9
6	8	2045	16.3	23.8	9.4	4.4
7	8	2045	14.7	28.3	9.6	5.4
8	8	2045	19.6	32.5	8.2	5.4
9	8	2045	17.5	35.7	8.6	3.9
10	8	2045	9.1	38.2	6.3	3.9
11	8	2045	16.8	23.6	9.7	5.9
12	8	2045	7.3	36.6	0.1	4.6
13	8	2045	11.7	39.4	9.8	4.7
14	8	2045	14.7	39.0	2.0	3.1
15	8	2045	7.9	15.1	7.3	5.8
16	8	2045	6.7	30.5	6.7	4.7
17	8	2045	19.0	28.6	0.3	3.8
18	8	2045	19.3	38.1	2.5	3.2
19	8	2045	14.0	27.3	1.2	3.9
20	8	2045	13.4	35.8	6.3	4.2
21	8	2045	8.7	26.1	3.5	3.4
22	8	2045	9.7	37.3	9.2	4.4
23	8	2045	15.9	37.5	1.6	3.5
24	8	2045	8.0	28.7	2.1	5.2
25	8	2045	17.6	31.0	5.6	3.2
26	8	2045	15.6	30.1	2.0	3.3
27	8	2045	19.9	27.1	0.7	3.8
28	8	2045	20.0	31.3	7.2	4.6
29	8	2045	13.5	39.1	0.1	4.2
30	8	2045	15.2	22.4	5.0	4.2
31	8	2045	8.4	23.4	8.6	3.0
1	9	2045	20.0	39.2	9.0	3.4
2	9	2045	17.1	23.4	6.4	4.8
3	9	2045	13.3	18.7	4.3	3.2
4	9	2045	19.7	32.8	1.0	6.0
5	9	2045	18.9	24.0	8.5	4.3
6	9	2045	19.1	26.0	2.1	4.4
7	9	2045	17.7	31.1	6.6	4.1
8	9	2045	18.3	35.4	7.5	5.0
9	9	2045	8.4	14.2	2.0	5.0
10	9	2045	10.8	24.3	2.0	4.3
11	9	2045	18.3	34.6	4.5	5.7
12	9	2045	11.2	19.9	5.3	5.9
13	9	2045	14.4	33.7	6.1	3.2
14	9	2045	15.5	34.8	9.8	4.0
15	9	2045	14.7	23.8	2.8	4.7
16	9	2045	5.7	32.5	6.9	4.5
17	9	2045	9.4	34.0	1.2	5.6
18	9	2045	13.5	22.1	9.2	3.9
19	9	2045	18.2	35.0	8.3	5.9
20	9	2045	13.0	39.1	3.5	5.5
21	9	2045	7.7	23.5	9.5	4.0
22	9	2045	10.0	19.8	2.8	4.5
23	9	2045	19.2	33.0	2.6	5.1
24	9	2045	18.5	24.9	5.4	4.2
25	9	2045	15.3	28.2	9.7	4.4
26	9	2045	5.2	30.3	6.3	5.8
27	9	2045	17.4	34.0	7.9	4.5
28	9	2045	15.8	23.2	8.2	4.3
29	9	2045	16.1	33.3	6.6	5.0
30	9	2045	15.2	38.7	1.8	3.1
1	10	2045	12.7	37.0	9.8	3.1
2	10	2045	18.9	30.6	4.5	5.5
3	10	2045	7.1	34.9	8.9	4.6
4	10	2045	6.1	14.3	3.9	3.8
5	10	2045	18.4	34.4	3.2	3.0
6	10	2045	17.9	35.0	2.0	3.2
7	10	2045	9.7	23.1	1.0	4.2
8	10	2045	6.0	14.5	5.4	5.9
9	10	2045	12.6	20.7	7.0	3.2
10	10	2045	18.1	39.0	4.1	5.0
11	10	2045	16.8	39.8	6.2	4.9
12	10	2045	16.1	33.6	0.3	3.0
13	10	2045	13.3	18.7	1.5	5.4
14	10	2045	15.9	29.5	4.2	5.5
15	10	2045	5.3	30.7	1.6	4.4
16	10	2045	16.7	21.8	3.0	3.6
17	10	2045	19.1	39.5	3.1	4.5
18	10	2045	18.2	37.0	5.2	5.1
19	10	2045	19.1	35.1	1.4	5.8
20	10	2045	10.6	20.9	3.8	4.9
21	10	2045	11.9	35.7	7.5	5.6
22	10	2045	7.7	24.6	0.1	5.0
23	10	2045	18.8	35.9	9.3	3.8
24	10	2045	9.3	17.8	4.9	3.5
25	10	2045	16.6	37.3	1.0	4.3
26	10	2045	6.9	13.1	9.8	4.9
27	10	2045	16.6	22.4	2.7	5.9
28	10	2045	7.0	36.3	1.8	5.6
29	10	2045	18.2	33.0	2.2	6.0
30	10	2045	7.7	14.0	9.1	6.0
31	10	2045	13.0	28.9	5.2	5.9
1	11	2045	19.9	26.2	5.5	3.2
2	11	2045	8.2	37.2	0.8	5.0
3	11	2045	7.2	33.2	3.9	3.5
4	11	2045	7.9	37.7	0.0	4.4
5	11	2045	17.7	37.0	6.2	4.6
6	11	2045	16.7	33.2	7.9	5.9
7	11	2045	13.1	27.4	4.8	3.0
8	11	2045	12.4	31.8	0.3	3.3
9	11	2045	11.6	24.8	6.2	3.1
10	11	2045	11.4	34.1	0.0	3.9
11	11	2045	12.7	32.0	4.0	3.0
12	11	2045	11.2	19.0	2.1	5.3
13	11	2045	11.7	36.8	6.6	3.5
14	11	2045	16.0	37.6	8.2	4.4
15	11	2045	18.3	34.9	3.1	3.1
16	11	2045	19.8	29.1	5.2	4.2
17	11	2045	16.0	33.3	4.9	4.6
18	11	2045	14.0	30.1	6.8	5.8
19	11	2045	15.4	24.1	4.2	3.1
20	11	2045	5.7	18.1	7.4	3.3
21	11	2045	5.9	32.2	4.1	3.3
22	11	2045	7.3	16.1	1.1	4.4
23	11	2045	13.3	23.5	4.5	3.8
24	11	2045	19.6	25.2	1.0	3.5
25	11	2045	19.1	26.8	0.5	5.8
26	11	2045	16.6	24.4	8.1	4.2
27	11	2045	16.4	30.2	0.0	5.2
28	11	2045	13.7	30.0	2.2	5.9
29	11	2045	9.0	25.4	1.3	4.2
30	11	2045	5.6	29.1	5.7	3.3
1	12	2045	19.8	31.7	8.8	4.2
2	12	2045	11.2	21.5	7.3	5.5
3	12	2045	6.6	20.2	1.7	5.7
4	12	2045	10.1	21.1	0.6	5.5
5	12	2045	18.7	31.7	5.4	3.7
6	12	2045	8.8	34.1	1.3	5.0
7	12	2045	12.8	39.7	1.0	5.8
8	12	2045	6.4	20.9	7.1	3.7
9	12	2045	19.4	25.1	8.1	4.5
10	12	2045	11.6	19.2	4.6	3.0
11	12	2045	5.1	37.7	8.4	5.1
12	12	2045	16.5	29.9	7.8	3.8
13	12	2045	19.4	34.4	7.8	4.4
14	12	2045	7.3	23.6	8.6	4.1
15	12	2045	13.0	31.9	2.7	5.0
16	12	2045	7.0	24.0	1.0	4.3
17	12	2045	12.8	32.3	1.9	5.6
18	12	2045	15.3	38.8	9.3	5.5
19	12	2045	19.4	37.5	4.5	4.7
20	12	2045	13.6	37.6	7.4	3.5
21	12	2045	12.0	38.6	5.9	3.3
22	12	2045	9.1	15.5	3.1	5.0
23	12	2045	6.1	37.2	9.9	4.8
24	12	2045	16.9	27.3	1.3	4.1
25	12	2045	17.8	28.0	4.3	4.2
26	12	2045	7.1	26.1	4.1	3.8
27	12	2045	8.8	28.3	0.2	4.1
28	12	2045	5.1	28.7	1.5	4.2
29	12	2045	17.5	38.8	2.4	4.4
30	12	2045	8.3	25.2	6.3	5.9
31	12	2045	10.9	26.3	3.8	3.4
1	1	2046	10.6	23.1	6.6	4.2
2	1	2046	17.7	34.8	1.4	4.5
3	1	2046	17.1	31.6	6.2	4.3
4	1	2046	5.8	30.4	7.8	4.4
5	1	2046	18.5	27.9	9.5	3.8
6	1	2046	18.2	39.3	2.5	5.9
7	1	2046	19.5	39.8	5.6	5.4
8	1	2046	13.2	33.6	5.0	4.1
9	1	2046	17.6	28.3	5.5	5.3
10	1	2046	8.3	21.7	1.3	4.7
11	1	2046	13.6	32.3	4.6	4.6
12	1	2046	12.3	29.6	7.0	5.9
13	1	2046	17.0	39.7	5.0	3.1
14	1	2046	8.4	37.2	9.6	5.6
15	1	2046	13.1	24.8	3.0	3.6
16	1	2046	8.6	37.4	8.5	5.0
17	1	2046	19.0	31.5	3.1	5.5
18	1	2046	9.8	29.0	2.9	4.5
19	1	2046	16.1	26.5	5.8	5.6
20	1	2046	15.0	24.9	5.5	3.8
21	1	2046	17.9	35.3	8.6	3.9
22	1	2046	19.2	24.8	1.4	4.3
23	1	2046	20.0	34.0	9.6	5.6
24	1	2046	14.6	28.4	0.7	4.3
25	1	2046	13.2	33.4	5.5	4.6
26	1	2046	11.1	29.4	5.8	3.9
27	1	2046	10.4	28.5	7.8	3.7
28	1	2046	17.1	26.9	4.7	3.9
29	1	2046	11.3	32.2	9.5	6.0
30	1	2046	11.8	22.1	6.7	3.7
31	1	2046	9.9	22.9	4.3	4.4
1	2	2046	14.2	31.7	8.1	5.8
2	2	2046	6.0	34.5	5.4	4.7
3	2	2046	11.3	32.9	6.9	5.5
4	2	2046	15.0	32.4	2.0	3.9
5	2	2046	15.8	33.7	8.0	4.2
6	2	2046	19.8	39.9	8.6	3.6
7	2	2046	16.7	32.8	4.4	5.4
8	2	2046	7.0	36.8	8.2	4.0
9	2	2046	5.1	21.5	5.9	4.8
10	2	2046	6.5	13.0	6.0	4.0
11	2	2046	10.9	27.8	4.4	5.1
12	2	2046	9.4	26.2	5.2	4.0
13	2	2046	5.7	33.6	7.6	4.9
14	2	2046	14.7	24.5	9.2	5.3
